,X,Y,Z,C,LINE,L,R
102,-1000.0,-939.3939393939394,-58.62068965517241,1988.1941019259605,L_00,1,0
103,-1000.0,-939.3939393939394,-55.17241379310345,2395.553632344404,L_00,1,0
104,-1000.0,-939.3939393939394,-51.724137931034484,1878.4964647500233,L_00,1,0
105,-1000.0,-939.3939393939394,-48.27586206896552,1918.612450534536,L_00,1,0
106,-1000.0,-939.3939393939394,-44.827586206896555,1722.8088571035405,L_00,1,0
107,-1000.0,-939.3939393939394,-41.37931034482759,1424.6401425387733,L_00,1,0
108,-1000.0,-939.3939393939394,-37.931034482758626,1609.559878913998,L_00,1,0
109,-1000.0,-939.3939393939394,-34.482758620689665,1502.5577970359457,L_00,1,0
110,-1000.0,-939.3939393939394,-31.034482758620697,254.71003937390483,L_00,0,0
111,-1000.0,-939.3939393939394,-27.58620689655173,417.9390269909167,L_00,0,0
112,-1000.0,-939.3939393939394,-24.13793103448276,449.97875577744355,L_00,0,0
113,-1000.0,-939.3939393939394,-20.689655172413794,484.0754433934275,L_00,0,0
114,-1000.0,-939.3939393939394,-17.241379310344826,326.5284310114098,L_00,0,0
115,-1000.0,-939.3939393939394,-13.793103448275872,435.0289844234143,L_00,0,0
116,-1000.0,-939.3939393939394,-10.344827586206904,484.9841824704689,L_00,0,0
117,-1000.0,-939.3939393939394,-6.896551724137936,488.0633839234324,L_00,0,0
118,-1000.0,-939.3939393939394,-3.448275862068968,227.97905372945831,L_00,0,0
119,-1000.0,-939.3939393939394,0.0,348.58190452484416,L_00,0,0
120,-1000.0,-919.1919191919192,-100.0,3372.501600655295,L_00,1,0
121,-1000.0,-919.1919191919192,-96.55172413793103,3235.5184395017573,L_00,1,0
122,-1000.0,-919.1919191919192,-93.10344827586206,2848.325071625847,L_00,1,0
123,-1000.0,-919.1919191919192,-89.65517241379311,2862.457872013956,L_00,1,0
124,-1000.0,-919.1919191919192,-86.20689655172414,3098.9783018515254,L_00,1,0
125,-1000.0,-919.1919191919192,-82.75862068965517,2985.6073461730316,L_00,1,0
126,-1000.0,-919.1919191919192,-79.3103448275862,2532.4871671077735,L_00,1,0
127,-1000.0,-919.1919191919192,-75.86206896551724,2988.1012570535586,L_00,1,0
128,-1000.0,-919.1919191919192,-72.41379310344828,2542.201935274027,L_00,1,0
129,-1000.0,-919.1919191919192,-68.96551724137932,2474.621473848823,L_00,1,0
130,-1000.0,-919.1919191919192,-65.51724137931035,2215.6121381294333,L_00,1,0
131,-1000.0,-919.1919191919192,-62.06896551724138,2270.412663686928,L_00,1,0
132,-1000.0,-919.1919191919192,-58.62068965517241,2125.7771108574425,L_00,1,0
133,-1000.0,-919.1919191919192,-55.17241379310345,1945.9188435912158,L_00,1,0
134,-1000.0,-919.1919191919192,-51.724137931034484,2168.356387736437,L_00,1,0
135,-1000.0,-919.1919191919192,-48.27586206896552,1697.0034097467133,L_00,1,0
136,-1000.0,-919.1919191919192,-44.827586206896555,1451.8837495941652,L_00,1,0
137,-1000.0,-919.1919191919192,-41.37931034482759,1264.5226508596365,L_00,1,0
138,-1000.0,-919.1919191919192,-37.931034482758626,1312.5120669092798,L_00,1,0
139,-1000.0,-919.1919191919192,-34.482758620689665,1375.5295367333197,L_00,1,0
140,-1000.0,-919.1919191919192,-31.034482758620697,523.688947945603,L_00,0,0
141,-1000.0,-919.1919191919192,-27.58620689655173,74.84423251528057,L_00,0,0
142,-1000.0,-919.1919191919192,-24.13793103448276,625.8582755181621,L_00,0,0
143,-1000.0,-919.1919191919192,-20.689655172413794,184.21193369951584,L_00,0,0
144,-1000.0,-919.1919191919192,-17.241379310344826,523.4920154498211,L_00,0,0
145,-1000.0,-919.1919191919192,-13.793103448275872,424.6776013092798,L_00,0,0
146,-1000.0,-919.1919191919192,-10.344827586206904,346.38418549553006,L_00,0,0
147,-1000.0,-919.1919191919192,-6.896551724137936,449.9458071413222,L_00,0,0
148,-1000.0,-919.1919191919192,-3.448275862068968,389.54640651704665,L_00,0,0
149,-1000.0,-919.1919191919192,0.0,649.6241345176911,L_00,0,0
150,-1000.0,-898.989898989899,-100.0,3725.293426576686,L_00,1,0
151,-1000.0,-898.989898989899,-96.55172413793103,3049.214724610815,L_00,1,0
152,-1000.0,-898.989898989899,-93.10344827586206,3506.989305479532,L_00,1,0
153,-1000.0,-898.989898989899,-89.65517241379311,3027.1173943126896,L_00,1,0
154,-1000.0,-898.989898989899,-86.20689655172414,3152.4846787749957,L_00,1,0
155,-1000.0,-898.989898989899,-82.75862068965517,3058.469353325088,L_00,1,0
156,-1000.0,-898.989898989899,-79.3103448275862,2746.106070455034,L_00,1,0
157,-1000.0,-898.989898989899,-75.86206896551724,2644.2967898738425,L_00,1,0
158,-1000.0,-898.989898989899,-72.41379310344828,2455.554674806282,L_00,1,0
159,-1000.0,-898.989898989899,-68.96551724137932,2215.5519421335935,L_00,1,0
160,-1000.0,-898.989898989899,-65.51724137931035,2309.0291265155065,L_00,1,0
161,-1000.0,-898.989898989899,-62.06896551724138,2225.9326637762706,L_00,1,0
162,-1000.0,-898.989898989899,-58.62068965517241,1899.3253445543978,L_00,1,0
163,-1000.0,-898.989898989899,-55.17241379310345,1991.8710666828392,L_00,1,0
164,-1000.0,-898.989898989899,-51.724137931034484,1427.8228015948698,L_00,1,0
165,-1000.0,-898.989898989899,-48.27586206896552,1823.438845138162,L_00,1,0
166,-1000.0,-898.989898989899,-44.827586206896555,1717.7637456269847,L_00,1,0
167,-1000.0,-898.989898989899,-41.37931034482759,1777.8667537479334,L_00,1,0
168,-1000.0,-898.989898989899,-37.931034482758626,1413.9456947636577,L_00,1,0
169,-1000.0,-898.989898989899,-34.482758620689665,561.1792946743093,L_00,0,0
170,-1000.0,-898.989898989899,-31.034482758620697,147.04440129271367,L_00,0,0
171,-1000.0,-898.989898989899,-27.58620689655173,457.3246830581449,L_00,0,0
172,-1000.0,-898.989898989899,-24.13793103448276,320.5491588042356,L_00,0,0
173,-1000.0,-898.989898989899,-20.689655172413794,526.8160027994386,L_00,0,0
174,-1000.0,-898.989898989899,-17.241379310344826,-19.50196925666569,L_00,0,0
175,-1000.0,-898.989898989899,-13.793103448275872,687.4544982379314,L_00,0,0
176,-1000.0,-898.989898989899,-10.344827586206904,233.85750465109624,L_00,0,0
177,-1000.0,-898.989898989899,-6.896551724137936,-25.178285131288305,L_00,0,0
178,-1000.0,-898.989898989899,-3.448275862068968,393.23186373751685,L_00,0,0
179,-1000.0,-898.989898989899,0.0,267.7003311082133,L_00,0,0
180,-1000.0,-878.7878787878788,-100.0,2992.1925033331117,L_00,1,0
181,-1000.0,-878.7878787878788,-96.55172413793103,3401.0592663846874,L_00,1,0
182,-1000.0,-878.7878787878788,-93.10344827586206,3702.9959849376373,L_00,1,0
183,-1000.0,-878.7878787878788,-89.65517241379311,3365.858762369956,L_00,1,0
184,-1000.0,-878.7878787878788,-86.20689655172414,3082.168015074685,L_00,1,0
185,-1000.0,-878.7878787878788,-82.75862068965517,2756.719617446068,L_00,1,0
186,-1000.0,-878.7878787878788,-79.3103448275862,2581.9762500328584,L_00,1,0
187,-1000.0,-878.7878787878788,-75.86206896551724,2499.7083220097124,L_00,1,0
188,-1000.0,-878.7878787878788,-72.41379310344828,2853.6611869103326,L_00,1,0
189,-1000.0,-878.7878787878788,-68.96551724137932,2516.931322635054,L_00,1,0
190,-1000.0,-878.7878787878788,-65.51724137931035,2106.962753714839,L_00,1,0
191,-1000.0,-878.7878787878788,-62.06896551724138,2480.7111162779142,L_00,1,0
192,-1000.0,-878.7878787878788,-58.62068965517241,2003.315821250716,L_00,1,0
193,-1000.0,-878.7878787878788,-55.17241379310345,2045.2180142335092,L_00,1,0
194,-1000.0,-878.7878787878788,-51.724137931034484,1533.8954612396858,L_00,1,0
195,-1000.0,-878.7878787878788,-48.27586206896552,1731.5495756465202,L_00,1,0
196,-1000.0,-878.7878787878788,-44.827586206896555,2027.0550029221347,L_00,1,0
197,-1000.0,-878.7878787878788,-41.37931034482759,1631.6338372644816,L_00,1,0
198,-1000.0,-878.7878787878788,-37.931034482758626,1677.1401670895334,L_00,1,0
199,-1000.0,-878.7878787878788,-34.482758620689665,380.67636829886663,L_00,0,0
200,-1000.0,-878.7878787878788,-31.034482758620697,-1.4871855797111948,L_00,0,0
201,-1000.0,-878.7878787878788,-27.58620689655173,378.3823286476621,L_00,0,0
202,-1000.0,-878.7878787878788,-24.13793103448276,102.84766031219203,L_00,0,0
203,-1000.0,-878.7878787878788,-20.689655172413794,530.3519716662458,L_00,0,0
204,-1000.0,-878.7878787878788,-17.241379310344826,606.5162083025109,L_00,0,0
205,-1000.0,-878.7878787878788,-13.793103448275872,20.79145015419863,L_00,0,0
206,-1000.0,-878.7878787878788,-10.344827586206904,413.614486746971,L_00,0,0
207,-1000.0,-878.7878787878788,-6.896551724137936,433.1633340084612,L_00,0,0
208,-1000.0,-878.7878787878788,-3.448275862068968,659.200393293997,L_00,0,0
209,-1000.0,-878.7878787878788,0.0,389.28990766462175,L_00,0,0
210,-1000.0,-858.5858585858587,-100.0,3075.052604940497,L_00,1,0
211,-1000.0,-858.5858585858587,-96.55172413793103,3191.335831439075,L_00,1,0
212,-1000.0,-858.5858585858587,-93.10344827586206,3267.2838535882993,L_00,1,0
213,-1000.0,-858.5858585858587,-89.65517241379311,2961.8249237927,L_00,1,0
214,-1000.0,-858.5858585858587,-86.20689655172414,2652.148126129694,L_00,1,0
215,-1000.0,-858.5858585858587,-82.75862068965517,3329.9265480262807,L_00,1,0
216,-1000.0,-858.5858585858587,-79.3103448275862,2751.132300816732,L_00,1,0
217,-1000.0,-858.5858585858587,-75.86206896551724,2880.86557802488,L_00,1,0
218,-1000.0,-858.5858585858587,-72.41379310344828,2508.719563873591,L_00,1,0
219,-1000.0,-858.5858585858587,-68.96551724137932,2512.550651827268,L_00,1,0
220,-1000.0,-858.5858585858587,-65.51724137931035,2404.883066922444,L_00,1,0
221,-1000.0,-858.5858585858587,-62.06896551724138,2241.4367497139583,L_00,1,0
222,-1000.0,-858.5858585858587,-58.62068965517241,1970.4128080004973,L_00,1,0
223,-1000.0,-858.5858585858587,-55.17241379310345,1929.8597190897137,L_00,1,0
224,-1000.0,-858.5858585858587,-51.724137931034484,1970.0600810552319,L_00,1,0
225,-1000.0,-858.5858585858587,-48.27586206896552,1722.9866795826433,L_00,1,0
226,-1000.0,-858.5858585858587,-44.827586206896555,1761.676908687607,L_00,1,0
227,-1000.0,-858.5858585858587,-41.37931034482759,1747.375105830669,L_00,1,0
228,-1000.0,-858.5858585858587,-37.931034482758626,466.62426190532926,L_00,0,0
229,-1000.0,-858.5858585858587,-34.482758620689665,612.9280454614517,L_00,0,0
230,-1000.0,-858.5858585858587,-31.034482758620697,324.24451597045345,L_00,0,0
231,-1000.0,-858.5858585858587,-27.58620689655173,258.3045254243823,L_00,0,0
232,-1000.0,-858.5858585858587,-24.13793103448276,186.83537820820567,L_00,0,0
233,-1000.0,-858.5858585858587,-20.689655172413794,111.01394693058484,L_00,0,0
234,-1000.0,-858.5858585858587,-17.241379310344826,334.2630086291708,L_00,0,0
235,-1000.0,-858.5858585858587,-13.793103448275872,371.865190176652,L_00,0,0
236,-1000.0,-858.5858585858587,-10.344827586206904,490.6933273460345,L_00,0,0
237,-1000.0,-858.5858585858587,-6.896551724137936,521.6506719449726,L_00,0,0
238,-1000.0,-858.5858585858587,-3.448275862068968,190.7559398697743,L_00,0,0
239,-1000.0,-858.5858585858587,0.0,279.95491070376744,L_00,0,0
240,-1000.0,-838.3838383838383,-100.0,3324.08280151174,L_00,1,0
241,-1000.0,-838.3838383838383,-96.55172413793103,3377.305650827385,L_00,1,0
242,-1000.0,-838.3838383838383,-93.10344827586206,3203.9723844214745,L_00,1,0
243,-1000.0,-838.3838383838383,-89.65517241379311,2809.490175434757,L_00,1,0
244,-1000.0,-838.3838383838383,-86.20689655172414,2803.5360440967056,L_00,1,0
245,-1000.0,-838.3838383838383,-82.75862068965517,2927.3747919512357,L_00,1,0
246,-1000.0,-838.3838383838383,-79.3103448275862,2468.331589892986,L_00,1,0
247,-1000.0,-838.3838383838383,-75.86206896551724,2679.7851824122167,L_00,1,0
248,-1000.0,-838.3838383838383,-72.41379310344828,2668.921463341636,L_00,1,0
249,-1000.0,-838.3838383838383,-68.96551724137932,2414.6896300294557,L_00,1,0
250,-1000.0,-838.3838383838383,-65.51724137931035,2524.5195685789777,L_00,1,0
251,-1000.0,-838.3838383838383,-62.06896551724138,1897.2320948596193,L_00,1,0
252,-1000.0,-838.3838383838383,-58.62068965517241,2323.206314738735,L_00,1,0
253,-1000.0,-838.3838383838383,-55.17241379310345,1658.281597266726,L_00,1,0
254,-1000.0,-838.3838383838383,-51.724137931034484,2147.6059698221193,L_00,1,0
255,-1000.0,-838.3838383838383,-48.27586206896552,2231.9213903271516,L_00,1,0
256,-1000.0,-838.3838383838383,-44.827586206896555,1542.8956264090548,L_00,1,0
257,-1000.0,-838.3838383838383,-41.37931034482759,1574.1578780214606,L_00,1,0
258,-1000.0,-838.3838383838383,-37.931034482758626,267.79606025097746,L_00,0,0
259,-1000.0,-838.3838383838383,-34.482758620689665,-78.81508825081437,L_00,0,0
260,-1000.0,-838.3838383838383,-31.034482758620697,305.336293155487,L_00,0,0
261,-1000.0,-838.3838383838383,-27.58620689655173,318.93601964334937,L_00,0,0
262,-1000.0,-838.3838383838383,-24.13793103448276,282.1643820410062,L_00,0,0
263,-1000.0,-838.3838383838383,-20.689655172413794,271.7933532717596,L_00,0,0
264,-1000.0,-838.3838383838383,-17.241379310344826,584.8687405424884,L_00,0,0
265,-1000.0,-838.3838383838383,-13.793103448275872,583.915651432157,L_00,0,0
266,-1000.0,-838.3838383838383,-10.344827586206904,787.4398142254181,L_00,0,0
267,-1000.0,-838.3838383838383,-6.896551724137936,143.7760942544544,L_00,0,0
268,-1000.0,-838.3838383838383,-3.448275862068968,449.1627518132554,L_00,0,0
269,-1000.0,-838.3838383838383,0.0,579.7497607951375,L_00,0,0
270,-1000.0,-818.1818181818182,-100.0,3400.690356062585,L_00,1,0
271,-1000.0,-818.1818181818182,-96.55172413793103,3667.140708969891,L_00,1,0
272,-1000.0,-818.1818181818182,-93.10344827586206,3182.903960647964,L_00,1,0
273,-1000.0,-818.1818181818182,-89.65517241379311,2930.1482871295057,L_00,1,0
274,-1000.0,-818.1818181818182,-86.20689655172414,3207.331941739959,L_00,1,0
275,-1000.0,-818.1818181818182,-82.75862068965517,2443.145922870854,L_00,1,0
276,-1000.0,-818.1818181818182,-79.3103448275862,2764.2293919933763,L_00,1,0
277,-1000.0,-818.1818181818182,-75.86206896551724,2877.5257090965247,L_00,1,0
278,-1000.0,-818.1818181818182,-72.41379310344828,2728.1238241737883,L_00,1,0
279,-1000.0,-818.1818181818182,-68.96551724137932,2801.828465933272,L_00,1,0
280,-1000.0,-818.1818181818182,-65.51724137931035,2488.0872484091788,L_00,1,0
281,-1000.0,-818.1818181818182,-62.06896551724138,2096.8220524045237,L_00,1,0
282,-1000.0,-818.1818181818182,-58.62068965517241,2006.4485431620778,L_00,1,0
283,-1000.0,-818.1818181818182,-55.17241379310345,1784.8266787215427,L_00,1,0
284,-1000.0,-818.1818181818182,-51.724137931034484,1674.9587709857724,L_00,1,0
285,-1000.0,-818.1818181818182,-48.27586206896552,1735.2671262632111,L_00,1,0
286,-1000.0,-818.1818181818182,-44.827586206896555,1549.2132320231615,L_00,1,0
287,-1000.0,-818.1818181818182,-41.37931034482759,570.6412310768186,L_00,0,0
288,-1000.0,-818.1818181818182,-37.931034482758626,377.4978613104083,L_00,0,0
289,-1000.0,-818.1818181818182,-34.482758620689665,74.92474706240671,L_00,0,0
290,-1000.0,-818.1818181818182,-31.034482758620697,372.4505256255364,L_00,0,0
291,-1000.0,-818.1818181818182,-27.58620689655173,436.3945645737499,L_00,0,0
292,-1000.0,-818.1818181818182,-24.13793103448276,284.0870708544748,L_00,0,0
293,-1000.0,-818.1818181818182,-20.689655172413794,413.2359793617858,L_00,0,0
294,-1000.0,-818.1818181818182,-17.241379310344826,593.920579030366,L_00,0,0
295,-1000.0,-818.1818181818182,-13.793103448275872,192.28151842441403,L_00,0,0
296,-1000.0,-818.1818181818182,-10.344827586206904,504.57379170122294,L_00,0,0
297,-1000.0,-818.1818181818182,-6.896551724137936,536.8318221292727,L_00,0,0
298,-1000.0,-818.1818181818182,-3.448275862068968,431.5095471977188,L_00,0,0
299,-1000.0,-818.1818181818182,0.0,643.8354929471182,L_00,0,0
300,-1000.0,-797.9797979797979,-100.0,3230.9519588191133,L_00,1,0
301,-1000.0,-797.9797979797979,-96.55172413793103,2943.7330349567665,L_00,1,0
302,-1000.0,-797.9797979797979,-93.10344827586206,2772.134341550403,L_00,1,0
303,-1000.0,-797.9797979797979,-89.65517241379311,3254.2401040062737,L_00,1,0
304,-1000.0,-797.9797979797979,-86.20689655172414,2834.019694677758,L_00,1,0
305,-1000.0,-797.9797979797979,-82.75862068965517,2787.364441558181,L_00,1,0
306,-1000.0,-797.9797979797979,-79.3103448275862,3443.2612347211248,L_00,1,0
307,-1000.0,-797.9797979797979,-75.86206896551724,2315.1002701169964,L_00,1,0
308,-1000.0,-797.9797979797979,-72.41379310344828,2522.7726241715363,L_00,1,0
309,-1000.0,-797.9797979797979,-68.96551724137932,2267.2344152087676,L_00,1,0
310,-1000.0,-797.9797979797979,-65.51724137931035,2633.006203056965,L_00,1,0
311,-1000.0,-797.9797979797979,-62.06896551724138,2459.663300877345,L_00,1,0
312,-1000.0,-797.9797979797979,-58.62068965517241,2231.5506128993875,L_00,1,0
313,-1000.0,-797.9797979797979,-55.17241379310345,1996.879020124079,L_00,1,0
314,-1000.0,-797.9797979797979,-51.724137931034484,1803.4159061879816,L_00,1,0
315,-1000.0,-797.9797979797979,-48.27586206896552,2105.5938578559717,L_00,1,0
316,-1000.0,-797.9797979797979,-44.827586206896555,297.7240218708853,L_00,0,0
317,-1000.0,-797.9797979797979,-41.37931034482759,341.60914327344057,L_00,0,0
318,-1000.0,-797.9797979797979,-37.931034482758626,458.512167598482,L_00,0,0
319,-1000.0,-797.9797979797979,-34.482758620689665,786.2215908292442,L_00,0,0
320,-1000.0,-797.9797979797979,-31.034482758620697,418.85981326845894,L_00,0,0
321,-1000.0,-797.9797979797979,-27.58620689655173,554.9115988940626,L_00,0,0
322,-1000.0,-797.9797979797979,-24.13793103448276,448.49765972607815,L_00,0,0
323,-1000.0,-797.9797979797979,-20.689655172413794,507.93165034110956,L_00,0,0
324,-1000.0,-797.9797979797979,-17.241379310344826,506.666408592783,L_00,0,0
325,-1000.0,-797.9797979797979,-13.793103448275872,969.0165203028242,L_00,0,0
326,-1000.0,-797.9797979797979,-10.344827586206904,47.932849260900866,L_00,0,0
327,-1000.0,-797.9797979797979,-6.896551724137936,375.9650335604094,L_00,0,0
328,-1000.0,-797.9797979797979,-3.448275862068968,433.81812843717717,L_00,0,0
329,-1000.0,-797.9797979797979,0.0,738.673736220891,L_00,0,0
330,-1000.0,-777.7777777777778,-100.0,3256.8203688205012,L_00,1,0
331,-1000.0,-777.7777777777778,-96.55172413793103,3254.9539529987046,L_00,1,0
332,-1000.0,-777.7777777777778,-93.10344827586206,3324.6155795464997,L_00,1,0
333,-1000.0,-777.7777777777778,-89.65517241379311,2966.2830840488004,L_00,1,0
